,id,credits,cast_count,director
325,tm105506,"[{'person_id': 92674, 'name': 'Meredith Baxter', 'character': 'Joanne Denver', 'role': 'ACTOR'}, {'person_id': 12421, 'name': 'Beau Bridges', 'character': 'Chris Schroeder', 'role': 'ACTOR'}, {'person_id': 63392, 'name': 'Walter Brooke', 'character': 'Mr. Denver', 'role': 'ACTOR'}, {'person_id': 92406, 'name': 'Neva Patterson', 'character': 'Mrs. Denver', 'role': 'ACTOR'}, {'person_id': 249199, 'name': 'Whitney Blake', 'character': 'Emma Verko', 'role': 'ACTOR'}, {'person_id': 217551, 'name': 'Woody Chambliss', 'character': 'Paul', 'role': 'ACTOR'}, {'person_id': 32752, 'name': 'Ford Rainey', 'character': 'Mr. Gilbert', 'role': 'ACTOR'}, {'person_id': 64861, 'name': 'Maxine Stuart', 'character': 'Mrs. Weiner', 'role': 'ACTOR'}, {'person_id': 173974, 'name': 'Patricia Harty', 'character': 'Carol Sutton', 'role': 'ACTOR'}, {'person_id': 59549, 'name': 'Mary Murphy', 'character': 'Mrs. Quayle', 'role': 'ACTOR'}, {'person_id': 518767, 'name': 'Bill Vint', 'character': 'Bob', 'role': 'ACTOR'}, {'person_id': 33318, 'name': 'Anne Barton', 'character': 'Mrs. Carter', 'role': 'ACTOR'}, {'person_id': 82621, 'name': 'Warren Miller', 'character': 'Mike Sutton', 'role': 'ACTOR'}, {'person_id': 1883520, 'name': 'Linda Morrow', 'character': 'Gloria', 'role': 'ACTOR'}, {'person_id': 499705, 'name': 'Victor Bevine', 'character': 'Gary', 'role': 'ACTOR'}, {'person_id': 17926, 'name': 'Cecil Elliott', 'character': 'Gramma Dupre', 'role': 'ACTOR'}, {'person_id': 63036, 'name': 'Jan Arvan', 'character': 'Uncle Charles', 'role': 'ACTOR'}, {'person_id': 99224, 'name': 'Biff Elliot', 'character': 'Charles Verko', 'role': 'ACTOR'}, {'person_id': 1923125, 'name': 'Tom Moses', 'character': 'Clerk', 'role': 'ACTOR'}, {'person_id': 1923145, 'name': 'Sylvia Walden', 'character': 'Adoptive Parent #1', 'role': 'ACTOR'}, {'person_id': 501933, 'name': 'Millie Slavin', 'character': 'Adoptive Parent #2', 'role': 'ACTOR'}, {'person_id': 5542, 'name': 'Hampton Fancher', 'character': 'Adoptive Parent #3', 'role': 'ACTOR'}, {'person_id': 508006, 'name': 'Jocelyn Jones', 'character': 'Adoptee #1', 'role': 'ACTOR'}, {'person_id': 1686711, 'name': 'Susan Adams', 'character': 'Adoptee #2', 'role': 'ACTOR'}, {'person_id': 28047, 'name': 'Patrick Duffy', 'character': 'Adoptee #3', 'role': 'ACTOR'}, {'person_id': 357798, 'name': 'Warren Seabury', 'character': 'Adoptee #4', 'role': 'ACTOR'}, {'person_id': 105134, 'name': 'Larry Peerce', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",26.0,Larry Peerce
326,tm10553,"[{'person_id': 151845, 'name': 'Anne Nagel', 'character': 'Mary Dakin Spencer', 'role': 'ACTOR'}, {'person_id': 138112, 'name': 'Weldon Heyburn', 'character': 'Bob Spencer', 'role': 'ACTOR'}, {'person_id': 13316, 'name': 'Harry Davenport', 'character': 'Miles Cannon', 'role': 'ACTOR'}, {'person_id': 27270, 'name': 'Harry Hayden', 'character': 'Steele', 'role': 'ACTOR'}, {'person_id': 65137, 'name': 'Don Barry', 'character': 'Babcock', 'role': 'ACTOR'}, {'person_id': 153468, 'name': 'Ruth Fallows', 'character': 'Lil Clark', 'role': 'ACTOR'}, {'person_id': 134190, 'name': 'Kenneth Harlan', 'character': 'Bigelow', 'role': 'ACTOR'}, {'person_id': 73327, 'name': 'John St. Polis', 'character': 'Crane', 'role': 'ACTOR'}, {'person_id': 14744, 'name': 'Herbert Evans', 'character': 'Bates', 'role': 'ACTOR'}, {'person_id': 153469, 'name': 'Matty Kemp', 'character': 'Wheeler', 'role': 'ACTOR'}, {'person_id': 47828, 'name': 'Doris Rankin', 'character': 'The Matron', 'role': 'ACTOR'}, {'person_id': 153470, 'name': 'Arthur Greville Collins', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Arthur Greville Collins
327,tm105531,"[{'person_id': 19406, 'name': 'Bill Cobbs', 'character': 'Dr. Elton Lloyd', 'role': 'ACTOR'}, {'person_id': 22896, 'name': 'Alan King', 'character': 'Murray Silver', 'role': 'ACTOR'}, {'person_id': 9119, 'name': 'Angela Bassett', 'character': 'Desiree Perry', 'role': 'ACTOR'}, {'person_id': 19032, 'name': 'Timothy Hutton', 'character': 'Jack Meadows', 'role': 'ACTOR'}, {'person_id': 7603, 'name': 'Mary Steenburgen', 'character': 'Francine Pinkney', 'role': 'ACTOR'}, {'person_id': 194, 'name': 'Clifton James', 'character': 'Buster Bidwell', 'role': 'ACTOR'}, {'person_id': 67815, 'name': 'James McDaniel', 'character': 'Reggie Perry', 'role': 'ACTOR'}, {'person_id': 3058, 'name': 'Miguel Ferrer', 'character': 'Lester', 'role': 'ACTOR'}, {'person_id': 46069, 'name': 'Edie Falco', 'character': 'Marly Temple', 'role': 'ACTOR'}, {'person_id': 36140, 'name': 'Tom Wright', 'character': 'Flash Phillips', 'role': 'ACTOR'}, {'person_id': 28216, 'name': 'Richard Edson', 'character': 'Steve Tregaskis', 'role': 'ACTOR'}, {'person_id': 7571, 'name': 'Gordon Clapp', 'character': 'Earl Pinkney', 'role': 'ACTOR'}, {'person_id': 428584, 'name': 'Alex Lewis', 'character': 'Terrell', 'role': 'ACTOR'}, {'person_id': 118522, 'name': 'Cullen Douglas', 'character': 'Jefferson Cash', 'role': 'ACTOR'}, {'person_id': 54176, 'name': 'Eliot Asinof', 'character': 'Silent Sam', 'role': 'ACTOR'}, {'person_id': 428583, 'name': 'Amanda Wing', 'character': 'Krissy', 'role': 'ACTOR'}, {'person_id': 428585, 'name': 'Kyle Meenan', 'character': 'Dick Yordan', 'role': 'ACTOR'}, {'person_id': 54170, 'name': 'Perry Lang', 'character': 'Greg', 'role': 'ACTOR'}, {'person_id': 2022, 'name': 'Marc Blucas', 'character': 'Scotty Duval', 'role': 'ACTOR'}, {'person_id': 16779, 'name': 'Jane Alexander', 'character': 'Delia Temple', 'role': 'ACTOR'}, {'person_id': 18909, 'name': 'Mary Alice', 'character': 'Eunice Stokes', 'role': 'ACTOR'}, {'person_id': 875689, 'name': 'Dan Bright', 'character': 'Lyle Shiflett', 'role': 'ACTOR'}, {'person_id': 23963, 'name': 'Michael Greyeyes', 'character': 'Billy Trucks', 'role': 'ACTOR'}, {'person_id': 12810, 'name': 'Sam McMurray', 'character': 'Todd Northrup', 'role': 'ACTOR'}, {'person_id': 209443, 'name': 'Tim Powell', 'character': 'Buyer', 'role': 'ACTOR'}, {'person_id': 60565, 'name': 'Charlayne Woodard', 'character': 'Loretta', 'role': 'ACTOR'}, {'person_id': 19283, 'name': 'Ralph Waite', 'character': 'Furman Temple', 'role': 'ACTOR'}, {'person_id': 28529, 'name': 'John Sayles', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",27.0,John Sayles
328,tm1055634,"[{'person_id': 4251, 'name': 'Paul Schneider', 'character': 'John Chambers', 'role': 'ACTOR'}, {'person_id': 33255, 'name': 'Angela Sarafyan', 'character': 'Jessica Chambers', 'role': 'ACTOR'}, {'person_id': 665458, 'name': 'Lia McHugh', 'character': 'Anna Chambers', 'role': 'ACTOR'}, {'person_id': 2609, 'name': 'Jacob Lofland', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 384216, 'name': 'Doug Van Liew', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1010996, 'name': 'Lauren Richards', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 5370, 'name': 'Rhonda Johnson Dents', 'character': 'Deputy Torres', 'role': 'ACTOR'}]",7.0,
329,tm105633,"[{'person_id': 39304, 'name': 'Brendan Cowell', 'character': 'Captain Oliver Woodward', 'role': 'ACTOR'}, {'person_id': 40198, 'name': 'Harrison Gilbertson', 'character': 'Frank Tiffin', 'role': 'ACTOR'}, {'person_id': 16405, 'name': 'Steve Le Marquand', 'character': 'Sergeant Bill Fraser', 'role': 'ACTOR'}, {'person_id': 9183, 'name': 'Gyton Grantley', 'character': 'Norman Morris', 'role': 'ACTOR'}, {'person_id': 58967, 'name': 'Alan Dukes', 'character': 'Jim Sneddon', 'role': 'ACTOR'}, {'person_id': 352102, 'name': 'Alex Thompson', 'character': 'Walter Sneddon', 'role': 'ACTOR'}, {'person_id': 53111, 'name': 'Warwick Young', 'character': 'Percy Marsden', 'role': 'ACTOR'}, {'person_id': 9199, 'name': 'Mark Coles Smith', 'character': 'Billy Bacon', 'role': 'ACTOR'}, {'person_id': 34760, 'name': 'Anthony Hayes', 'character': 'William McBride', 'role': 'ACTOR'}, {'person_id': 122094, 'name': 'Leon Ford', 'character': 'Lt. Robert Clayton', 'role': 'ACTOR'}, {'person_id': 63027, 'name': 'Jacqueline McKenzie', 'character': 'Mrs. Emma Waddell', 'role': 'ACTOR'}, {'person_id': 146731, 'name': 'Gerald Lepkowski', 'character': 'William Waddell', 'role': 'ACTOR'}, {'person_id': 38624, 'name': 'Bella Heathcote', 'character': 'Marjorie Waddell', 'role': 'ACTOR'}, {'person_id': 48133, 'name': 'Chris Haywood', 'character': 'Colonel Wilson Rutledge', 'role': 'ACTOR'}, {'person_id': 589385, 'name': 'Aden Young', 'character': 'Major Brady North', 'role': 'ACTOR'}, {'person_id': 34158, 'name': 'Thom Green', 'character': 'Warren Hutchings', 'role': 'ACTOR'}, {'person_id': 179145, 'name': 'John Stanton', 'character': 'General Lambert', 'role': 'ACTOR'}, {'person_id': 58970, 'name': 'Jeremy Sims', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",17.0,Jeremy Sims
330,tm105646,"[{'person_id': 64324, 'name': 'Godfrey Cambridge', 'character': 'Jeff Gerber', 'role': 'ACTOR'}, {'person_id': 22346, 'name': 'Estelle Parsons', 'character': 'Althea Gerber', 'role': 'ACTOR'}, {'person_id': 65138, 'name': 'Howard Caine', 'character': 'Mr. Townsend', 'role': 'ACTOR'}, {'person_id': 84103, 'name': ""D'Urville Martin"", 'character': 'Bus Driver', 'role': 'ACTOR'}, {'person_id': 113368, 'name': 'Mantan Moreland', 'character': 'Counterman', 'role': 'ACTOR'}, {'person_id': 53265, 'name': 'Erin Moran', 'character': 'Janice Gerber', 'role': 'ACTOR'}, {'person_id': 25708, 'name': 'Paul Williams', 'character': 'Employment Office Clerk', 'role': 'ACTOR'}, {'person_id': 26493, 'name': 'Kay E. Kuter', 'character': 'Dr. Wainwright', 'role': 'ACTOR'}, {'person_id': 1487473, 'name': 'Kay Kimberly', 'character': 'Erica', 'role': 'ACTOR'}, {'person_id': 808409, 'name': 'Irving Selbst', 'character': 'Mr. Johnson', 'role': 'ACTOR'}, {'person_id': 77161, 'name': 'Emil Sitka', 'character': 'Delivery Man', 'role': 'ACTOR'}, {'person_id': 1031982, 'name': 'Lawrence Parke', 'character': '1st Passenger', 'role': 'ACTOR'}, {'person_id': 83082, 'name': 'Karl Lukas', 'character': 'Policeman #2', 'role': 'ACTOR'}, {'person_id': 71896, 'name': 'Ralph Montgomery', 'character': 'Drugstore Boss', 'role': 'ACTOR'}, {'person_id': 46957, 'name': 'Charles Lampkin', 'character': 'Dr. Catlin', 'role': 'ACTOR'}, {'person_id': 528975, 'name': 'Erik L. Nelson', 'character': 'Doorman', 'role': 'ACTOR'}, {'person_id': 60808, 'name': 'Donna Dubrow', 'character': 'Receptionist', 'role': 'ACTOR'}, {'person_id': 217163, 'name': 'Frank Farmer', 'character': 'Andy Brandon', 'role': 'ACTOR'}, {'person_id': 1978472, 'name': 'Hazel Medina', 'character': 'Widow', 'role': 'ACTOR'}, {'person_id': 14165, 'name': 'Mae Clarke', 'character': 'Old Woman', 'role': 'ACTOR'}, {'person_id': 95641, 'name': 'Ron Pinkard', 'character': 'Policeman', 'role': 'ACTOR'}, {'person_id': 996899, 'name': 'Niva Ruschell', 'character': 'Housewife', 'role': 'ACTOR'}, {'person_id': 57721, 'name': 'Almira Sessions', 'character': 'Woman On Bus', 'role': 'ACTOR'}, {'person_id': 63382, 'name': 'Melvin Van Peebles', 'character': 'Sign Painter', 'role': 'ACTOR'}, {'person_id': 63382, 'name': 'Melvin Van Peebles', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",24.0,Melvin Van Peebles
331,tm105675,"[{'person_id': 156014, 'name': 'Louise Glaum', 'character': 'Adrienne Renault', 'role': 'ACTOR'}, {'person_id': 153160, 'name': 'Irving Cummings', 'character': 'Dave Wallace', 'role': 'ACTOR'}, {'person_id': 155988, 'name': 'Peggy Pearce', 'character': 'Daisy Henderson', 'role': 'ACTOR'}, {'person_id': 154755, 'name': 'Myrtle Stedman', 'character': 'Mrs. Overman', 'role': 'ACTOR'}, {'person_id': 581892, 'name': 'William Conklin', 'character': 'Philip Overman', 'role': 'ACTOR'}, {'person_id': 137812, 'name': 'Jean Murat', 'character': 'Minor Role (uncredited)', 'role': 'ACTOR'}, {'person_id': 209242, 'name': 'Fred Niblo', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,Fred Niblo
332,tm105772,"[{'person_id': 32274, 'name': 'Sterling Hayden', 'character': 'Capt. John Nelson', 'role': 'ACTOR'}, {'person_id': 56742, 'name': 'Eve Miller', 'character': 'Barbara Bruce', 'role': 'ACTOR'}, {'person_id': 27565, 'name': 'Barton MacLane', 'character': 'Cal Bruce', 'role': 'ACTOR'}, {'person_id': 15256, 'name': 'Harry Shannon', 'character': 'Smokestack the Train Engineer', 'role': 'ACTOR'}, {'person_id': 95865, 'name': 'Tom Fadden', 'character': 'Gus Gustavson the Train Fireman', 'role': 'ACTOR'}, {'person_id': 102427, 'name': 'Reed Hadley', 'character': 'Bill Quantrill', 'role': 'ACTOR'}, {'person_id': 14164, 'name': 'Douglas Fowley', 'character': 'Max Janus', 'role': 'ACTOR'}, {'person_id': 59180, 'name': 'Robert Keys', 'character': 'Lt. Stanton (as Bob Keys)', 'role': 'ACTOR'}, {'person_id': 13331, 'name': 'Irving Bacon', 'character': 'Casey', 'role': 'ACTOR'}, {'person_id': 28891, 'name': 'Myron Healey', 'character': 'Morey', 'role': 'ACTOR'}, {'person_id': 32284, 'name': 'James Griffith', 'character': 'Joe Farley', 'role': 'ACTOR'}, {'person_id': 133867, 'name': 'Clayton Moore', 'character': 'Henchman Stone', 'role': 'ACTOR'}, {'person_id': 75122, 'name': 'Jonathan Hale', 'character': 'Sherman Johnson', 'role': 'ACTOR'}, {'person_id': 151374, 'name': 'Ray Nazarro', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",13.0,Ray Nazarro
333,tm105774,"[{'person_id': 16444, 'name': 'Jack Palance', 'character': 'Slade', 'role': 'ACTOR'}, {'person_id': 214091, 'name': 'Constance Smith', 'character': 'Lily Bonner', 'role': 'ACTOR'}, {'person_id': 69218, 'name': 'Byron Palmer', 'character': 'Insp. Paul Warwick', 'role': 'ACTOR'}, {'person_id': 91238, 'name': 'Frances Bavier', 'character': 'Helen Harley', 'role': 'ACTOR'}, {'person_id': 51922, 'name': 'Rhys Williams', 'character': 'William Harley', 'role': 'ACTOR'}, {'person_id': 61230, 'name': 'Sean McClory', 'character': 'Constable #1', 'role': 'ACTOR'}, {'person_id': 35495, 'name': 'Leslie Bradley', 'character': 'Constable #2', 'role': 'ACTOR'}, {'person_id': 563396, 'name': 'Tita Phillips', 'character': 'Daisy (the maid)', 'role': 'ACTOR'}, {'person_id': 29630, 'name': 'Lester Matthews', 'character': 'Chief Insp. Melville', 'role': 'ACTOR'}, {'person_id': 29631, 'name': 'Harry Cording', 'character': 'Detective Sgt. Bates', 'role': 'ACTOR'}, {'person_id': 219919, 'name': 'Lilian Bond', 'character': 'Annie Rowley', 'role': 'ACTOR'}, {'person_id': 13337, 'name': 'Isabel Jewell', 'character': 'Katy', 'role': 'ACTOR'}, {'person_id': 562340, 'name': 'Lisa Daniels', 'character': 'Mary Lenihan', 'role': 'ACTOR'}, {'person_id': 124471, 'name': 'Hugo Fregonese', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",13.0,Hugo Fregonese
334,tm105780,"[{'person_id': 25629, 'name': 'John Wayne', 'character': 'U.S. Marshal John Travers', 'role': 'ACTOR'}, {'person_id': 60956, 'name': 'Verna Hillie', 'character': 'Anita Matlock', 'role': 'ACTOR'}, {'person_id': 100231, 'name': ""George 'Gabby' Hayes"", 'character': 'Matt Matlock', 'role': 'ACTOR'}, {'person_id': 13327, 'name': 'Yakima Canutt', 'character': 'Yak', 'role': 'ACTOR'}, {'person_id': 154203, 'name': 'Billy Franey', 'character': 'Henchman in the Stump', 'role': 'ACTOR'}, {'person_id': 133934, 'name': 'Eddie Parker', 'character': 'Henchman Parker (as Ed Parker)', 'role': 'ACTOR'}, {'person_id': 28513, 'name': 'Earl Dwire', 'character': 'Henchman Mason', 'role': 'ACTOR'}, {'person_id': 173566, 'name': 'Thomas G. Lingham', 'character': 'Sheriff Al Davis (as Tom Lingham)', 'role': 'ACTOR'}, {'person_id': 92357, 'name': 'George Cleveland', 'character': 'Jake', 'role': 'ACTOR'}, {'person_id': 71572, 'name': 'Artie Ortego', 'character': 'Henchman', 'role': 'ACTOR'}, {'person_id': 134247, 'name': 'Tex Palmer', 'character': 'Dave', 'role': 'ACTOR'}, {'person_id': 2041139, 'name': 'Davie Aldrich', 'character': 'Young Boy', 'role': 'ACTOR'}, {'person_id': 33404, 'name': 'Glenn Strange', 'character': 'Loco Frank', 'role': 'ACTOR'}, {'person_id': 138421, 'name': 'Robert N. Bradbury', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",13.0,Robert N. Bradbury
335,tm105786,"[{'person_id': 96779, 'name': 'Allan Lane', 'character': 'Marshal Rocky Lane', 'role': 'ACTOR'}, {'person_id': 41673, 'name': 'Eddy Waller', 'character': 'Nugget', 'role': 'ACTOR'}, {'person_id': 563694, 'name': 'Black Jack', 'character': ""Rocky's Horse"", 'role': 'ACTOR'}, {'person_id': 95916, 'name': 'Phyllis Coates', 'character': 'Martha Clark', 'role': 'ACTOR'}, {'person_id': 64565, 'name': 'Roy Barcroft', 'character': 'Henry Mason', 'role': 'ACTOR'}, {'person_id': 93415, 'name': 'William Henry', 'character': 'Bill Anderson (as Bill Henry)', 'role': 'ACTOR'}, {'person_id': 82256, 'name': 'Robert Shayne', 'character': 'Paul Jackson / Fake John Harper', 'role': 'ACTOR'}, {'person_id': 62603, 'name': 'John Crawford', 'character': 'Chris Peters - Henchman', 'role': 'ACTOR'}, {'person_id': 27570, 'name': 'John Hamilton', 'character': 'Stover - Prison Warden', 'role': 'ACTOR'}, {'person_id': 58058, 'name': 'Kenneth MacDonald', 'character': 'Sheriff Blake', 'role': 'ACTOR'}, {'person_id': 62608, 'name': 'Herbert Lytton', 'character': 'John Harper', 'role': 'ACTOR'}, {'person_id': 33669, 'name': 'Harry Keller', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Harry Keller
336,tm1057890,"[{'person_id': 52388, 'name': 'Jamal Woolard', 'character': 'Daniel', 'role': 'ACTOR'}, {'person_id': 1132999, 'name': 'Nelson J. Davis', 'character': 'Tyler', 'role': 'ACTOR'}, {'person_id': 1952479, 'name': 'Karh-ri Whitney', 'character': 'Rachel', 'role': 'ACTOR'}, {'person_id': 1952203, 'name': 'Nikki Syn Moore', 'character': 'Christy', 'role': 'ACTOR'}, {'person_id': 1952476, 'name': 'Norquon Morgan', 'character': 'Jacob', 'role': 'ACTOR'}, {'person_id': 1952012, 'name': 'Jasmine Jamar Alston', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",5.0,Jasmine Jamar Alston
337,tm105795,"[{'person_id': 37280, 'name': 'Niall MacGinnis', 'character': 'Martin Luther', 'role': 'ACTOR'}, {'person_id': 16391, 'name': 'John Ruddock', 'character': 'Vicar von Staupitz', 'role': 'ACTOR'}, {'person_id': 219767, 'name': 'Pierre Lefevre', 'character': 'Spalatin', 'role': 'ACTOR'}, {'person_id': 548657, 'name': 'Guy Verney', 'character': 'Melanchthon', 'role': 'ACTOR'}, {'person_id': 219768, 'name': 'Alastair Hunter', 'character': 'Carlstadt', 'role': 'ACTOR'}, {'person_id': 155550, 'name': 'David Horne', 'character': 'Duke Frederick', 'role': 'ACTOR'}, {'person_id': 552795, 'name': 'Fred Johnson', 'character': 'Prior', 'role': 'ACTOR'}, {'person_id': 598734, 'name': 'Philip Leaver', 'character': 'Pope Leo X', 'role': 'ACTOR'}, {'person_id': 685725, 'name': 'Heinz Piper', 'character': 'Dr. Eck', 'role': 'ACTOR'}, {'person_id': 947876, 'name': 'Egon Strohm', 'character': 'Cardinal Alexander', 'role': 'ACTOR'}, {'person_id': 541870, 'name': 'Annette Carell', 'character': 'Katherine von Bora (as Annette Carrell)', 'role': 'ACTOR'}, {'person_id': 100968, 'name': 'Alexander Gauge', 'character': 'Tetzel', 'role': 'ACTOR'}, {'person_id': 16386, 'name': 'Henry Oscar', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 62831, 'name': 'Irving Pichel', 'character': 'Brueck', 'role': 'ACTOR'}, {'person_id': 62831, 'name': 'Irving Pichel', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,Irving Pichel
338,tm105833,"[{'person_id': 20323, 'name': 'Jacqueline Bisset', 'character': 'Maggie Webber', 'role': 'ACTOR'}, {'person_id': 19610, 'name': 'Eric Mabius', 'character': 'John Keats Fleming', 'role': 'ACTOR'}, {'person_id': 45787, 'name': 'Susan Anspach', 'character': 'Julia', 'role': 'ACTOR'}, {'person_id': 13454, 'name': 'Nan Martin', 'character': 'Harriet Finnigan', 'role': 'ACTOR'}, {'person_id': 64326, 'name': 'Eugene Roche', 'character': 'Gil Finnigan', 'role': 'ACTOR'}, {'person_id': 25983, 'name': 'Nick Mancuso', 'character': 'Tom Webber', 'role': 'ACTOR'}, {'person_id': 19760, 'name': 'Carmen Argenziano', 'character': 'Paul Stanton', 'role': 'ACTOR'}, {'person_id': 112324, 'name': 'Bonnie Root', 'character': 'Diane Webber', 'role': 'ACTOR'}, {'person_id': 94345, 'name': 'Brian Leckner', 'character': 'Goalie', 'role': 'ACTOR'}, {'person_id': 97421, 'name': 'Valerie Harper', 'character': 'Claire', 'role': 'ACTOR'}, {'person_id': 90319, 'name': 'Navi Rawat', 'character': 'Jennifer', 'role': 'ACTOR'}, {'person_id': 603310, 'name': 'Bobby Roth', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Bobby Roth
339,tm1058483,"[{'person_id': 10710, 'name': 'Peter Winther', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",,Peter Winther
340,tm105871,"[{'person_id': 7737, 'name': 'Dustin Hoffman', 'character': ""Walt 'Teach' Teacher"", 'role': 'ACTOR'}, {'person_id': 35675, 'name': 'Dennis Franz', 'character': ""Don 'Donny' Dubrow"", 'role': 'ACTOR'}, {'person_id': 26717, 'name': 'Sean Nelson', 'character': ""Bob 'Bobby'"", 'role': 'ACTOR'}, {'person_id': 317219, 'name': 'Michael Corrente', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,Michael Corrente
341,tm1058946,"[{'person_id': 2039600, 'name': 'Kandace Burnett', 'character': 'Olivia Moore', 'role': 'ACTOR'}, {'person_id': 2039779, 'name': 'Deonde Crawford', 'character': 'Corey Mack', 'role': 'ACTOR'}, {'person_id': 2039620, 'name': 'JaNeshia Wilson', 'character': 'Karen', 'role': 'ACTOR'}, {'person_id': 2039645, 'name': ""Ke'Juan Moses"", 'character': 'Drew', 'role': 'ACTOR'}, {'person_id': 2039611, 'name': 'Thomas Hanks', 'character': 'Robert Johnson', 'role': 'ACTOR'}, {'person_id': 2039592, 'name': 'Titus Hayden', 'character': 'Money', 'role': 'ACTOR'}, {'person_id': 382824, 'name': 'Delno Ebie', 'character': 'Detective Rico', 'role': 'ACTOR'}, {'person_id': 2039790, 'name': 'Nicole Henson', 'character': 'Judy', 'role': 'ACTOR'}, {'person_id': 2039670, 'name': 'Jondalyn Marshall', 'character': 'Sissy', 'role': 'ACTOR'}, {'person_id': 2039671, 'name': 'Tyler Miller', 'character': 'Robert Jr.', 'role': 'ACTOR'}, {'person_id': 2039684, 'name': 'Devon Bray', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",10.0,Devon Bray
342,tm105898,"[{'person_id': 21994, 'name': 'Boris Karloff', 'character': 'General Pollegar', 'role': 'ACTOR'}, {'person_id': 1010981, 'name': 'Nino Marcel', 'character': 'Gunga Ram', 'role': 'ACTOR'}, {'person_id': 207587, 'name': 'Lou Krugman', 'character': 'Maharajah of Bakore', 'role': 'ACTOR'}, {'person_id': 36590, 'name': 'Reginald Denny', 'character': 'Sir Cedric', 'role': 'ACTOR'}, {'person_id': 12876, 'name': 'June Foray', 'character': 'Marku Ponjoy - High Priestess of Sabaka', 'role': 'ACTOR'}, {'person_id': 13346, 'name': 'Victor Jory', 'character': 'Ashok', 'role': 'ACTOR'}, {'person_id': 58705, 'name': 'Jay Novello', 'character': 'Damji', 'role': 'ACTOR'}, {'person_id': 563408, 'name': 'Lisa Howard', 'character': 'Indira', 'role': 'ACTOR'}, {'person_id': 536626, 'name': 'Peter Coe', 'character': 'Taru', 'role': 'ACTOR'}, {'person_id': 100483, 'name': 'Paul Marion', 'character': 'Kumar', 'role': 'ACTOR'}, {'person_id': 64296, 'name': 'Vito Scotti', 'character': 'Rama', 'role': 'ACTOR'}, {'person_id': 558700, 'name': 'Louis Merrill', 'character': 'Koobah (as Lou Merrill)', 'role': 'ACTOR'}, {'person_id': 79349, 'name': 'Jeanne Bates', 'character': 'Durga', 'role': 'ACTOR'}, {'person_id': 22257, 'name': 'Lawrence Dobkin', 'character': ""General's Aide (uncredited)"", 'role': 'ACTOR'}, {'person_id': 1010982, 'name': 'Frank Ferrin', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,Frank Ferrin
