,id,credits,cast_count,director
7604,tm952485,"[{'person_id': 246695, 'name': 'David Novak', 'character': 'Jack', 'role': 'ACTOR'}, {'person_id': 1535071, 'name': 'Rickey Bird Jr.', 'character': 'Redmond', 'role': 'ACTOR'}, {'person_id': 77634, 'name': 'Darrell Mapson', 'character': 'Quinn', 'role': 'ACTOR'}, {'person_id': 2059311, 'name': 'Lisa Rentuor', 'character': 'Kate', 'role': 'ACTOR'}, {'person_id': 2059368, 'name': 'Claude Ball', 'character': 'Lucas', 'role': 'ACTOR'}, {'person_id': 2059361, 'name': 'Trisha Cathey', 'character': 'Ellie', 'role': 'ACTOR'}, {'person_id': 77634, 'name': 'Darrell Mapson', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,Darrell Mapson
7605,tm952787,"[{'person_id': 2067902, 'name': 'Austin Brook', 'character': 'Blake', 'role': 'ACTOR'}, {'person_id': 2067818, 'name': 'Roberto Jay', 'character': 'Logan', 'role': 'ACTOR'}, {'person_id': 883954, 'name': 'Delayne Mitchell', 'character': 'Andy', 'role': 'ACTOR'}, {'person_id': 233834, 'name': 'Lauren Elyse Buckley', 'character': 'Mia', 'role': 'ACTOR'}, {'person_id': 1368543, 'name': 'Rachel Lynn David', 'character': 'Ella May', 'role': 'ACTOR'}, {'person_id': 29420, 'name': 'Richard Blake', 'character': 'Detective Young', 'role': 'ACTOR'}, {'person_id': 2067880, 'name': 'B.J. Rayniak', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,B.J. Rayniak
7606,tm952811,"[{'person_id': 44313, 'name': 'Christopher Atkins', 'character': 'Edward', 'role': 'ACTOR'}, {'person_id': 16299, 'name': 'Tara Reid', 'character': 'Elizabeth', 'role': 'ACTOR'}, {'person_id': 255240, 'name': 'Dina De Laurentiis', 'character': 'Heather', 'role': 'ACTOR'}, {'person_id': 200371, 'name': 'Zack Peladeau', 'character': 'Olivier', 'role': 'ACTOR'}, {'person_id': 21448, 'name': 'Olivia Jordan', 'character': 'Astrid', 'role': 'ACTOR'}, {'person_id': 63825, 'name': 'Rey Hernandez', 'character': 'Fermin', 'role': 'ACTOR'}, {'person_id': 40768, 'name': 'Jesús del Cerro', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",6.0,Jesús del Cerro
7607,tm95309,"[{'person_id': 96779, 'name': 'Allan Lane', 'character': 'Red Ryder', 'role': 'ACTOR'}, {'person_id': 24987, 'name': 'Robert Blake', 'character': 'Little Beaver', 'role': 'ACTOR'}, {'person_id': 15620, 'name': 'Martha Wentworth', 'character': 'Duchess Wentworth', 'role': 'ACTOR'}, {'person_id': 20167, 'name': 'Roscoe Karns', 'character': 'Bill Delaney', 'role': 'ACTOR'}, {'person_id': 64565, 'name': 'Roy Barcroft', 'character': 'McKean', 'role': 'ACTOR'}, {'person_id': 65102, 'name': 'Peggy Stewart', 'character': 'Molly McVey', 'role': 'ACTOR'}, {'person_id': 568552, 'name': 'Eddie Lou Simms', 'character': 'Eddie', 'role': 'ACTOR'}, {'person_id': 62986, 'name': 'George Chesebro', 'character': 'Dink', 'role': 'ACTOR'}, {'person_id': 21776, 'name': 'Bobby Barber', 'character': ""Corbett's second"", 'role': 'ACTOR'}, {'person_id': 27291, 'name': 'George Lloyd', 'character': 'Thug', 'role': 'ACTOR'}, {'person_id': 210990, 'name': 'Ted Adams', 'character': 'Sheriff', 'role': 'ACTOR'}, {'person_id': 33776, 'name': 'John Dehner', 'character': 'Bob Fitzsimmons', 'role': 'ACTOR'}, {'person_id': 36179, 'name': 'Earle Hodgins', 'character': 'Governor', 'role': 'ACTOR'}, {'person_id': 617263, 'name': 'George Turner', 'character': 'Jim Corbett', 'role': 'ACTOR'}, {'person_id': 137446, 'name': 'R.G. Springsteen', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,R.G. Springsteen
7608,tm95311,"[{'person_id': 14325, 'name': 'Daphne Zuniga', 'character': 'Joy Robertson', 'role': 'ACTOR'}, {'person_id': 60106, 'name': 'David Sutcliffe', 'character': 'Stephen Robertson', 'role': 'ACTOR'}, {'person_id': 66333, 'name': 'Evan Williams', 'character': 'Mark Robertson', 'role': 'ACTOR'}, {'person_id': 235296, 'name': 'Victor Zinck Jr.', 'character': 'Jeremy Robertson', 'role': 'ACTOR'}, {'person_id': 56046, 'name': 'Robert Iscove', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",4.0,Robert Iscove
7609,tm95314,"[{'person_id': 1534, 'name': 'Jackie Chan', 'character': 'Jerry Kwan', 'role': 'ACTOR'}, {'person_id': 16353, 'name': 'José Ferrer', 'character': 'Dominici', 'role': 'ACTOR'}, {'person_id': 70505, 'name': 'Kristine DeBell', 'character': 'Nancy', 'role': 'ACTOR'}, {'person_id': 19350, 'name': 'Mako', 'character': 'Herbert', 'role': 'ACTOR'}, {'person_id': 221349, 'name': 'Ron Max', 'character': 'Leggetti', 'role': 'ACTOR'}, {'person_id': 92487, 'name': 'David Sheiner', 'character': 'Morgan', 'role': 'ACTOR'}, {'person_id': 18315, 'name': 'Rosalind Chao', 'character': 'Mae', 'role': 'ACTOR'}, {'person_id': 87418, 'name': 'Lenny Montana', 'character': 'John', 'role': 'ACTOR'}, {'person_id': 32836, 'name': 'Pat E. Johnson', 'character': 'Carl', 'role': 'ACTOR'}, {'person_id': 507536, 'name': ""Mary Ellen O'Neill"", 'character': ""Dominici's Mother"", 'role': 'ACTOR'}, {'person_id': 493011, 'name': 'H.B. Haggerty', 'character': 'Kiss', 'role': 'ACTOR'}, {'person_id': 8237, 'name': 'Chao Li Chi', 'character': 'Kwan (as Chao-Li Chi)', 'role': 'ACTOR'}, {'person_id': 321618, 'name': 'Joycelyne Lew', 'character': 'Miss Wong', 'role': 'ACTOR'}, {'person_id': 20850, 'name': 'Peter Marc Jacobson', 'character': 'Jug (as Peter Marc)', 'role': 'ACTOR'}, {'person_id': 15542, 'name': 'Gene LeBell', 'character': 'Stroke (as Gene La Bell)', 'role': 'ACTOR'}, {'person_id': 42707, 'name': 'Larry Drake', 'character': 'Judge #1', 'role': 'ACTOR'}, {'person_id': 41880, 'name': 'Robert Clouse', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",16.0,Robert Clouse
7610,tm953707,"[{'person_id': 5750, 'name': 'James Russo', 'character': 'Uncle Pete', 'role': 'ACTOR'}, {'person_id': 1261484, 'name': 'Jessie Rabideau', 'character': 'Betty Dennistoun', 'role': 'ACTOR'}, {'person_id': 673884, 'name': 'Ryan Kattner', 'character': 'Benjamin Hennessey', 'role': 'ACTOR'}, {'person_id': 1654965, 'name': 'Adam Halferty', 'character': 'Charlie Dennistoun', 'role': 'ACTOR'}, {'person_id': 637818, 'name': 'Russell Becker', 'character': 'Thomas', 'role': 'ACTOR'}, {'person_id': 1654945, 'name': 'Matthew Goodhue', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",5.0,Matthew Goodhue
7611,tm95384,"[{'person_id': 215496, 'name': 'Regina Baff', 'character': 'Rosa Rubinsky', 'role': 'ACTOR'}, {'person_id': 215498, 'name': 'John C. Becher', 'character': 'Promoter', 'role': 'ACTOR'}, {'person_id': 215497, 'name': 'Mildred Burke', 'character': 'Herself', 'role': 'ACTOR'}, {'person_id': 21431, 'name': 'James Gammon', 'character': 'Luke', 'role': 'ACTOR'}, {'person_id': 215499, 'name': 'Annie McGreevey', 'character': 'The Beautiful Boomerang', 'role': 'ACTOR'}, {'person_id': 215500, 'name': 'Billie Mahoney', 'character': 'Jean', 'role': 'ACTOR'}, {'person_id': 8446, 'name': 'Ric Mancini', 'character': 'Tio', 'role': 'ACTOR'}, {'person_id': 215501, 'name': ""Jane O'Brien"", 'character': 'Terrible Tommy', 'role': 'ACTOR'}, {'person_id': 215502, 'name': 'Titi Paris', 'character': 'Hilda', 'role': 'ACTOR'}, {'person_id': 215503, 'name': 'Sierra Pecheur', 'character': 'Verne Vavoom', 'role': 'ACTOR'}, {'person_id': 41316, 'name': 'Shirley Stoler', 'character': 'Trish', 'role': 'ACTOR'}, {'person_id': 54469, 'name': 'Dolph Sweet', 'character': 'LeRoi', 'role': 'ACTOR'}, {'person_id': 102318, 'name': 'K.C. Townsend', 'character': 'Thalia', 'role': 'ACTOR'}, {'person_id': 87418, 'name': 'Lenny Montana', 'character': 'The Geek', 'role': 'ACTOR'}, {'person_id': 215504, 'name': 'Robert Fowler', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",14.0,Robert Fowler
7612,tm953915,"[{'person_id': 6749, 'name': 'Omari Hardwick', 'character': 'Marquis T. Woods', 'role': 'ACTOR'}, {'person_id': 13751, 'name': 'Loretta Devine', 'character': 'Eloise', 'role': 'ACTOR'}, {'person_id': 8919, 'name': 'John Beasley', 'character': 'Earl', 'role': 'ACTOR'}, {'person_id': 45470, 'name': 'Peter Butler', 'character': 'Dr. Holt', 'role': 'ACTOR'}, {'person_id': 108254, 'name': 'Lorraine Burroughs', 'character': 'Veora Woods', 'role': 'ACTOR'}, {'person_id': 128292, 'name': 'André Jacobs', 'character': 'Wyman Thatcher', 'role': 'ACTOR'}, {'person_id': 59413, 'name': 'Tumisho Masha', 'character': 'Sheriff', 'role': 'ACTOR'}, {'person_id': 1614808, 'name': 'Ri-Karlo Handy', 'character': ""Marquis's Father"", 'role': 'ACTOR'}, {'person_id': 1614877, 'name': 'Hannah Gonera', 'character': 'Samsara Woods', 'role': 'ACTOR'}, {'person_id': 1614881, 'name': 'Kalifa Burton', 'character': 'Tydon Woods', 'role': 'ACTOR'}, {'person_id': 1616331, 'name': 'Steve Mululu', 'character': 'Lewis', 'role': 'ACTOR'}, {'person_id': 28405, 'name': 'Mark Tonderai', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Mark Tonderai
7613,tm954284,"[{'person_id': 1122, 'name': 'Tom Savini', 'character': 'The Bishop', 'role': 'ACTOR'}, {'person_id': 1809692, 'name': 'Derek Reynolds', 'character': 'Zane', 'role': 'ACTOR'}, {'person_id': 1809795, 'name': 'Dawn Zenner', 'character': 'Lara', 'role': 'ACTOR'}, {'person_id': 1809816, 'name': 'Matt Green', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",3.0,Matt Green
7614,tm954312,"[{'person_id': 1655516, 'name': 'Iona Anderson', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655539, 'name': 'Braxton Angle', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655540, 'name': 'Krista Banks', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655530, 'name': 'Demond Barber', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655531, 'name': 'Leander Beatty', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655532, 'name': 'Keyona Bledsoe', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1588789, 'name': 'Charles Brooks', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655536, 'name': 'LaDarryon Brown', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655314, 'name': 'Moi Burns', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655093, 'name': 'Isaac Butler', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655551, 'name': 'Marquita Chapman', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655275, 'name': 'Freddie Cole Jr.', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655542, 'name': 'Lauren Cowan', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655543, 'name': 'Duane Cowsette Jr.', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655421, 'name': 'Bruce Carlton Cunningham Jr.', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1655522, 'name': 'Derrick Mullen', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",15.0,Derrick Mullen
7615,tm95443,"[{'person_id': 151801, 'name': 'Mary Brian', 'character': 'Mary Vernon', 'role': 'ACTOR'}, {'person_id': 577184, 'name': 'John Darrow', 'character': 'Larry Sturgis', 'role': 'ACTOR'}, {'person_id': 13372, 'name': ""Yola d'Avril"", 'character': 'Madelon', 'role': 'ACTOR'}, {'person_id': 27182, 'name': 'Astrid Allwyn', 'character': 'Blondie Roberts', 'role': 'ACTOR'}, {'person_id': 100231, 'name': ""George 'Gabby' Hayes"", 'character': 'Inspector Nick Gunby', 'role': 'ACTOR'}, {'person_id': 578420, 'name': 'Kate Campbell', 'character': 'Aunt Emma', 'role': 'ACTOR'}, {'person_id': 138410, 'name': 'Robert Frazer', 'character': 'Jim Daggett', 'role': 'ACTOR'}, {'person_id': 27335, 'name': 'Carl Stockdale', 'character': 'Charles Brandon', 'role': 'ACTOR'}, {'person_id': 578166, 'name': 'Billie Van Every', 'character': 'Mazie', 'role': 'ACTOR'}, {'person_id': 92357, 'name': 'George Cleveland', 'character': 'Croupier', 'role': 'ACTOR'}, {'person_id': 137614, 'name': 'William Nigh', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",10.0,William Nigh
7616,tm954541,"[{'person_id': 208190, 'name': 'Ronen Rubinstein', 'character': 'Jake Graham', 'role': 'ACTOR'}, {'person_id': 8353, 'name': 'Crispin Glover', 'character': 'The Hooded Figure', 'role': 'ACTOR'}, {'person_id': 94860, 'name': 'Mia Serafino', 'character': 'Keren', 'role': 'ACTOR'}, {'person_id': 200868, 'name': 'Cody Simpson', 'character': 'Rob', 'role': 'ACTOR'}, {'person_id': 12665, 'name': 'Ashley Rickards', 'character': 'Alana', 'role': 'ACTOR'}, {'person_id': 88317, 'name': 'Amadeus Serafini', 'character': 'Gabriel', 'role': 'ACTOR'}, {'person_id': 58568, 'name': 'Garrett Coffey', 'character': 'Adam', 'role': 'ACTOR'}, {'person_id': 1656445, 'name': 'Corey Prather', 'character': 'Paul Lader', 'role': 'ACTOR'}, {'person_id': 716833, 'name': 'Rachel Crowl', 'character': 'Woman Killer', 'role': 'ACTOR'}, {'person_id': 277519, 'name': 'Daniel Dannas', 'character': 'Ryan Elliot', 'role': 'ACTOR'}, {'person_id': 27817, 'name': 'Reese Mishler', 'character': 'Brandon Douglas', 'role': 'ACTOR'}, {'person_id': 278820, 'name': 'Courtney Friel', 'character': 'Reporter', 'role': 'ACTOR'}, {'person_id': 836064, 'name': 'Barry Jay Minoff', 'character': 'Gas Station Cashier', 'role': 'ACTOR'}, {'person_id': 46391, 'name': 'Kai Caster', 'character': 'College Kid Driver', 'role': 'ACTOR'}, {'person_id': 240535, 'name': 'Gus Langley', 'character': 'Farmer', 'role': 'ACTOR'}, {'person_id': 49921, 'name': 'Roger Cross', 'character': ""Rob's Friend"", 'role': 'ACTOR'}, {'person_id': 62811, 'name': 'Tim Hunter', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",16.0,Tim Hunter
7617,tm955145,"[{'person_id': 2103069, 'name': 'Natalie Clarke', 'character': 'Jen', 'role': 'ACTOR'}, {'person_id': 1657984, 'name': 'Kenny Boyle', 'character': 'Rob', 'role': 'ACTOR'}, {'person_id': 54215, 'name': 'Sylvester McCoy', 'character': 'Ernie', 'role': 'ACTOR'}, {'person_id': 107375, 'name': 'Sanjeev Kohli', 'character': 'Sid', 'role': 'ACTOR'}, {'person_id': 296365, 'name': 'Clare Grogan', 'character': 'Anna', 'role': 'ACTOR'}, {'person_id': 175138, 'name': 'Frazer Hines', 'character': 'Frank', 'role': 'ACTOR'}, {'person_id': 2103083, 'name': 'Caitlin Blackwood', 'character': 'Clara', 'role': 'ACTOR'}, {'person_id': 1657995, 'name': 'Alasdair McCrone', 'character': 'James', 'role': 'ACTOR'}, {'person_id': 1657997, 'name': 'Karen Bartke', 'character': 'Ellen', 'role': 'ACTOR'}, {'person_id': 1658025, 'name': 'Alexander Teunion', 'character': 'Chris', 'role': 'ACTOR'}, {'person_id': 788702, 'name': 'Nicolette McKeown', 'character': 'Nicki', 'role': 'ACTOR'}, {'person_id': 370092, 'name': 'Stephen Wright', 'character': 'The Band', 'role': 'ACTOR'}, {'person_id': 1401227, 'name': 'Ryan Hendrick', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",12.0,Ryan Hendrick
7618,tm955631,"[{'person_id': 376026, 'name': 'James L. Edwards', 'character': 'Richard Hackett {First Date}', 'role': 'ACTOR'}, {'person_id': 169385, 'name': 'Kaylee Williams', 'character': ""Brittany {Mama's Boy}"", 'role': 'ACTOR'}, {'person_id': 213538, 'name': 'Sasha Graham', 'character': ""Priscilla Parker {Mama's Boy}"", 'role': 'ACTOR'}, {'person_id': 889394, 'name': 'Drew Fortier', 'character': 'Gregory Asmodeus {Tempter & Associates}', 'role': 'ACTOR'}, {'person_id': 285731, 'name': 'Geoff Burkman', 'character': 'Damien Tempter {Tempter & Associates}', 'role': 'ACTOR'}, {'person_id': 250727, 'name': 'Adam Scott Clevenger', 'character': 'Donald Midian {Tempter & Associates}', 'role': 'ACTOR'}, {'person_id': 1464268, 'name': 'Tim Novotny', 'character': 'John Simmons {Skunk Weed}', 'role': 'ACTOR'}, {'person_id': 1174547, 'name': 'Shianne Daye', 'character': 'Renee {First Date}', 'role': 'ACTOR'}, {'person_id': 1091659, 'name': 'Rick Jermain', 'character': 'Bennie Simmons {Skunk Weed}', 'role': 'ACTOR'}, {'person_id': 376026, 'name': 'James L. Edwards', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",9.0,James L. Edwards
7619,tm955652,"[{'person_id': 1826793, 'name': 'Steven Bassett', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 304553, 'name': 'Jaime Maussan', 'character': 'Himself', 'role': 'ACTOR'}, {'person_id': 818115, 'name': 'Darcy Weir', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",2.0,Darcy Weir
7620,tm95567,"[{'person_id': 95527, 'name': 'George Montgomery', 'character': 'Greg Dickson', 'role': 'ACTOR'}, {'person_id': 39506, 'name': 'Mona Freeman', 'character': 'Cindy Rogers', 'role': 'ACTOR'}, {'person_id': 56296, 'name': 'John Baer', 'character': 'Bart Rogers', 'role': 'ACTOR'}, {'person_id': 33392, 'name': 'James Bell', 'character': 'Stephen Rogers', 'role': 'ACTOR'}, {'person_id': 488869, 'name': 'Teddy Benavidez', 'character': 'Maj. Balatbat (as Teddy Benavides)', 'role': 'ACTOR'}, {'person_id': 548744, 'name': 'Mario Barri', 'character': 'Kalak', 'role': 'ACTOR'}, {'person_id': 1121874, 'name': 'Ben Perez', 'character': 'Pinote', 'role': 'ACTOR'}, {'person_id': 219664, 'name': 'John Barnwell', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,John Barnwell
7621,tm955861,"[{'person_id': 1903004, 'name': 'Frank Red', 'character': 'Francis', 'role': 'ACTOR'}, {'person_id': 1903185, 'name': 'Becky Killerson', 'character': 'Shelly', 'role': 'ACTOR'}, {'person_id': 1903470, 'name': 'Denzel Moore', 'character': 'Barry', 'role': 'ACTOR'}, {'person_id': 1903031, 'name': 'Christopher Michael Carney', 'character': 'Thomas', 'role': 'ACTOR'}, {'person_id': 1512281, 'name': 'Ali Daniels', 'character': 'Rebecca', 'role': 'ACTOR'}, {'person_id': 1903393, 'name': 'Carl Swanson', 'character': 'Saul', 'role': 'ACTOR'}, {'person_id': 1903360, 'name': 'Janan Terpstra', 'character': 'Angella', 'role': 'ACTOR'}, {'person_id': 1903209, 'name': 'Greg Craft', 'character': 'King', 'role': 'ACTOR'}, {'person_id': 1903219, 'name': 'Jordan Curtis', 'character': 'Vic', 'role': 'ACTOR'}, {'person_id': 292212, 'name': 'Tiffany Cornwell', 'character': 'Sam', 'role': 'ACTOR'}, {'person_id': 1903408, 'name': 'Brian Alan Gibson', 'character': 'Fat Dan', 'role': 'ACTOR'}, {'person_id': 1902502, 'name': 'Anthony G. Perkins', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",11.0,Anthony G. Perkins
7622,tm955910,"[{'person_id': 1829386, 'name': 'Rhiley Hudson', 'character': 'Rebecca', 'role': 'ACTOR'}, {'person_id': 119000, 'name': 'Mitch Lerner', 'character': 'Doug', 'role': 'ACTOR'}, {'person_id': 10954, 'name': 'Charley Rossman', 'character': 'Chef Larousse', 'role': 'ACTOR'}, {'person_id': 1829609, 'name': 'Britney Sinkler', 'character': 'Ashley', 'role': 'ACTOR'}, {'person_id': 1829350, 'name': 'Kelly stevenson', 'character': 'Chelsea', 'role': 'ACTOR'}, {'person_id': 1829554, 'name': 'Peg London', 'character': 'Officer Olivetti', 'role': 'ACTOR'}, {'person_id': 742039, 'name': 'Kelly LaMarr', 'character': 'Officer Dakin', 'role': 'ACTOR'}, {'person_id': 742039, 'name': 'Kelly LaMarr', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",7.0,Kelly LaMarr
7623,tm95599,"[{'person_id': 20473, 'name': 'Jon Foster', 'character': 'Frank', 'role': 'ACTOR'}, {'person_id': 10703, 'name': 'Trevor Morgan', 'character': 'Adam', 'role': 'ACTOR'}, {'person_id': 7992, 'name': 'Arlen Escarpeta', 'character': 'Mike', 'role': 'ACTOR'}, {'person_id': 16739, 'name': 'Lou Taylor Pucci', 'character': 'Kevin', 'role': 'ACTOR'}, {'person_id': 98243, 'name': 'Jesse Steccato', 'character': 'Bean', 'role': 'ACTOR'}, {'person_id': 62244, 'name': 'Luke Sexton', 'character': 'Graham', 'role': 'ACTOR'}, {'person_id': 36445, 'name': 'Jennifer Sipes', 'character': 'Emily', 'role': 'ACTOR'}, {'person_id': 5993, 'name': 'Evan Gamble', 'character': 'Tyler', 'role': 'ACTOR'}, {'person_id': 213307, 'name': 'Chad Halbrook', 'character': 'Jackson', 'role': 'ACTOR'}, {'person_id': 754737, 'name': 'Preston Vanderslice', 'character': 'Scott', 'role': 'ACTOR'}, {'person_id': 98244, 'name': 'Meyer DeLeeuw', 'character': 'Collin', 'role': 'ACTOR'}, {'person_id': 33707, 'name': 'Katherine Vanderlinden', 'character': 'Janet', 'role': 'ACTOR'}, {'person_id': 796757, 'name': 'Matthew Phillips', 'character': 'Eric', 'role': 'ACTOR'}, {'person_id': 1521935, 'name': 'Grant James', 'character': 'Old Man', 'role': 'ACTOR'}, {'person_id': 30124, 'name': 'Laurel Whitsett', 'character': 'Nurse', 'role': 'ACTOR'}, {'person_id': 251839, 'name': 'Kirk Griffith', 'character': 'Detective Lewis', 'role': 'ACTOR'}, {'person_id': 34914, 'name': 'Jeff Gibbs', 'character': 'Officer Jennings', 'role': 'ACTOR'}, {'person_id': 98245, 'name': 'Will Canon', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",17.0,Will Canon
7624,tm956126,"[{'person_id': 1952726, 'name': 'Sheri Gill Dixon', 'character': 'Diego the Crypto Hunter', 'role': 'ACTOR'}, {'person_id': 1952615, 'name': 'Brian Kunz', 'character': 'Sans', 'role': 'ACTOR'}, {'person_id': 1952570, 'name': 'Brandon Young', 'character': 'Troy Morgan', 'role': 'ACTOR'}, {'person_id': 1952885, 'name': 'Nathaniel Barton', 'character': 'Grant Morgan', 'role': 'ACTOR'}, {'person_id': 1952796, 'name': 'Linzi Gray', 'character': 'Linda Morgan', 'role': 'ACTOR'}, {'person_id': 1952770, 'name': 'Thalia Reynolds', 'character': 'Carrie Morgan', 'role': 'ACTOR'}, {'person_id': 1952832, 'name': 'Allison Joyce', 'character': 'Mrs. Apple', 'role': 'ACTOR'}, {'person_id': 1952680, 'name': 'Rosanne Hinshaw', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1952663, 'name': 'Todd Danner', 'character': 'Gord', 'role': 'ACTOR'}, {'person_id': 1952581, 'name': 'Carmen Collins', 'character': 'Janet', 'role': 'ACTOR'}, {'person_id': 1952573, 'name': 'Kayla Danner', 'character': 'Jean Summers Ghost', 'role': 'ACTOR'}, {'person_id': 1952679, 'name': 'Marcus Evans', 'character': 'Charlie', 'role': 'ACTOR'}, {'person_id': 1952794, 'name': 'James Moore', 'character': 'Detective Corkland', 'role': 'ACTOR'}, {'person_id': 1952833, 'name': 'Timothy Takeuchi', 'character': 'Officer Giles', 'role': 'ACTOR'}, {'person_id': 1952690, 'name': 'Annmarie Milewski', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1952549, 'name': 'Matthew Feldhaus', 'character': 'Not Applicable', 'role': 'ACTOR'}, {'person_id': 1545110, 'name': 'Charles Townsend', 'character': 'Not Applicable', 'role': 'DIRECTOR'}]",16.0,Charles Townsend
